"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/Mannequin/Character/Materials/M_Male_Body.M_Male_Body","0","0","156","2","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/GoodSky/Source/Materials/M_GoodSky_Sun_Stars.M_GoodSky_Sun_Stars","0","0","2","1","0.000000","0","0"
"/Game/GoodSky/Source/Materials/M_GoodSky_Base.M_GoodSky_Base","0","0","2","1","0.000000","0","0"
"/Game/GoodSky/Source/ArrowTool/M_GoodSky_Sun_Emissive.M_GoodSky_Sun_Emissive","0","0","8","1","0.000000","0","0"
"/Game/GoodSky/Source/Materials/M_GoodSky_Sun_Stars_Moon.M_GoodSky_Sun_Stars_Moon","0","0","2","1","0.000000","0","0"
"/Game/GoodSky/Source/Materials/M_GoodSky_Storm.M_GoodSky_Storm","0","0","2","1","0.000000","0","0"
"/Game/GoodSky/Source/Materials/M_GoodSky_Moon.M_GoodSky_Moon","0","0","2","1","0.000000","0","0"
"/Game/GoodSky/Source/ArrowTool/M_GoodSky_SkyRing_.M_GoodSky_SkyRing_","0","0","24","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
"/Game/Materials/Firey.Firey","0","21","5","1","21.082598","0","133"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","30","1","0.000000","0","0"
"/Game/Materials/Red_2.Red_2","0","12","2","1","9.350319","0","87"
"/Game/Materials/Fire.Fire","0","21","2","1","17.072414","0","139"
"/Game/SideScrollerBP/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
"/Game/Materials/Yellow.Yellow","0","12","3","1","9.118144","0","39"
"/Game/Materials/White.White","0","40","2","1","33.192505","0","215"
"/Game/Materials/Water.Water","0","40","9","1","33.414459","0","147"
"/Game/Materials/StairsDiag.StairsDiag","0","40","10","1","34.665195","0","147"
"/Game/Materials/SlantStairs.SlantStairs","0","40","7","1","33.652493","0","154"
"/Game/Materials/Rocky.Rocky","0","12","12","1","9.791340","0","21"
"/Game/Materials/Rings.Rings","0","40","10","1","32.637695","0","176"
"/Game/Materials/RingFire3.RingFire3","0","21","10","1","17.325100","0","62"
"/Game/Materials/RingFire2.RingFire2","0","21","10","1","16.525297","0","62"
"/Game/Materials/RingFire.RingFire","0","21","2","1","17.602072","0","54"
"/Game/Materials/Red.Red","0","12","12","1","9.859713","0","16"
"/Game/Materials/Platform.Platform","0","21","10","1","17.535849","0","57"
"/Game/Materials/M-FOG.M-FOG","0","52","10","1","44.899063","0","308"
"/Game/Materials/Lava.Lava","0","12","12","1","9.264326","0","15"
"/Game/Materials/Icy.Icy","0","40","9","1","36.741108","0","158"
"/Game/Materials/Greeny.Greeny","0","40","10","1","34.412346","0","141"
"/Game/Materials/BlueFire.BlueFire","0","21","10","1","17.369114","0","62"
"/Game/Materials/Blue.Blue","0","40","10","1","33.896294","0","100"
"/Game/GoodSky/Source/Materials/Light_Function/M_GoodSky_StormLightning_LightFunction.M_GoodSky_StormLightning_LightFunction","0","0","19","1","0.000000","0","0"
